"","Year","Index","Error","Lower","Upper","nominal","CV"
"51",2013,0.760771712762092,0.0656818411123756,0.632035304181836,0.889508121342348,1.71853276119917,0.0863358087722639
"52",2014,0.726956265541576,0.0653629818512269,0.598844821113171,0.855067709969981,1.78589568060528,0.0899132244255878
"53",2015,0.626311047940282,0.0544874346680226,0.519515675990958,0.733106419889606,1.56486253486872,0.0869974030431249
"54",2016,0.681502693003734,0.0594733681929435,0.564934891345565,0.798070494661903,1.36757290009986,0.0872679870578555
"55",2017,0.735597570631625,0.0680507181143464,0.602218163127506,0.868976978135744,1.0932695312667,0.0925107977938458
"56",2018,0.802989354046567,0.0923819029694478,0.621920824226449,0.984057883866684,1.16250680600984,0.115047481643312
"57",2019,0.633263457348624,0.0588091361384457,0.517997550517271,0.748529364179978,1.29556683625147,0.0928667767830318
"58",2020,1.02176836396162,0.102910364182408,0.820064050164104,1.22347267775914,1.7206722585445,0.10071790027184
"59",2021,0.834235335777109,0.0820586931328474,0.673400297236728,0.99507037431749,1.22156682100517,0.0983639623181484
"60",2022,1.17805729334882,0.123527026848843,0.935944320725091,1.42017026597256,1.30182718908312,0.104856552857202
